Time,Id,Value
26-04-2016 18:34,1503960366,79.33333333
26-04-2016 18:35,1503960366,77.71428571
26-04-2016 18:36,1503960366,78.33333333
26-04-2016 18:37,1503960366,78
26-04-2016 18:38,1503960366,75.16666667
26-04-2016 18:39,1503960366,74.5
26-04-2016 18:40,1503960366,75.85714286
26-04-2016 18:41,1503960366,76
26-04-2016 18:42,1503960366,75.66666667
26-04-2016 18:43,1503960366,84.66666667
26-04-2016 18:44,1503960366,83.33333333
26-04-2016 18:45,1503960366,81.4
26-04-2016 18:46,1503960366,81.66666667
26-04-2016 18:47,1503960366,83.5
26-04-2016 18:48,1503960366,87.625
26-04-2016 18:49,1503960366,84.63636364
26-04-2016 18:50,1503960366,77.5
26-04-2016 18:51,1503960366,74.375
26-04-2016 18:52,1503960366,72.2
26-04-2016 18:53,1503960366,72.71428571
26-04-2016 18:54,1503960366,71.33333333
26-04-2016 18:55,1503960366,74.83333333
26-04-2016 18:56,1503960366,77.5
26-04-2016 18:57,1503960366,79.4
26-04-2016 18:58,1503960366,76
26-04-2016 18:59,1503960366,79.71428571
26-04-2016 19:00,1503960366,77
26-04-2016 19:01,1503960366,75.24
26-04-2016 19:02,1503960366,75.75862069
26-04-2016 19:03,1503960366,74.3
26-04-2016 19:04,1503960366,75.92
26-04-2016 19:05,1503960366,74.85714286
26-04-2016 19:06,1503960366,77.51428571
26-04-2016 19:07,1503960366,80.57142857
26-04-2016 19:08,1503960366,74.59090909
26-04-2016 19:09,1503960366,78
26-04-2016 19:10,1503960366,78.71428571
26-04-2016 19:11,1503960366,74.57142857
26-04-2016 19:12,1503960366,70.5
26-04-2016 19:13,1503960366,67.42857143
26-04-2016 19:14,1503960366,75.16666667
26-04-2016 19:15,1503960366,78.2
26-04-2016 19:16,1503960366,77.25
26-04-2016 19:17,1503960366,82.4
26-04-2016 19:18,1503960366,82.5
26-04-2016 19:19,1503960366,86.125
26-04-2016 19:20,1503960366,86.8
26-04-2016 19:21,1503960366,86.125
26-04-2016 19:22,1503960366,87.25
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
,1503960366,
